,time,open,high,low,close,tick_volume,spread
103,2023-08-14 05:45:00,1.09329,1.09337,1.09293,1.09299,385,16
104,2023-08-14 06:00:00,1.09299,1.09312,1.09285,1.09304,564,16
105,2023-08-14 06:15:00,1.09303,1.09329,1.09294,1.09315,489,16
106,2023-08-14 06:30:00,1.09317,1.09321,1.09291,1.09298,237,16
107,2023-08-14 06:45:00,1.093,1.0931899999999999,1.09283,1.09311,393,16
108,2023-08-14 07:00:00,1.09313,1.09341,1.0931,1.09341,350,16
109,2023-08-14 07:15:00,1.09342,1.09345,1.09316,1.09329,231,16
110,2023-08-14 07:30:00,1.09329,1.09348,1.09325,1.09339,393,16
111,2023-08-14 07:45:00,1.09341,1.09352,1.09328,1.09346,459,16
112,2023-08-14 08:00:00,1.09351,1.0936,1.09326,1.09347,538,16
113,2023-08-14 08:15:00,1.09346,1.09372,1.09318,1.09361,574,16
114,2023-08-14 08:30:00,1.09363,1.09383,1.09354,1.09378,636,16
115,2023-08-14 08:45:00,1.09379,1.09398,1.09343,1.09365,774,16
116,2023-08-14 09:00:00,1.09364,1.09364,1.09253,1.09285,1264,16
117,2023-08-14 09:15:00,1.09284,1.09368,1.09272,1.09359,712,16
118,2023-08-14 09:30:00,1.09363,1.09365,1.09298,1.09305,748,16
119,2023-08-14 09:45:00,1.09305,1.09341,1.09278,1.09314,879,16
120,2023-08-14 10:00:00,1.09315,1.09426,1.09288,1.09408,1681,16
121,2023-08-14 10:15:00,1.09412,1.09481,1.0941,1.09438,1215,16
122,2023-08-14 10:30:00,1.0944,1.09487,1.09417,1.09456,1157,16
123,2023-08-14 10:45:00,1.09457,1.09555,1.09435,1.09514,1467,16
124,2023-08-14 11:00:00,1.09512,1.09563,1.09496,1.0951,1615,16
125,2023-08-14 11:15:00,1.09513,1.0956,1.09506,1.09535,1018,16
126,2023-08-14 11:30:00,1.09536,1.09594,1.09521,1.09584,960,16
127,2023-08-14 11:45:00,1.09582,1.09587,1.09447,1.09455,1051,16
128,2023-08-14 12:00:00,1.09455,1.09508,1.0941,1.09505,1044,16
129,2023-08-14 12:15:00,1.09505,1.09509,1.09463,1.09482,724,16
130,2023-08-14 12:30:00,1.09483,1.09484,1.09444,1.09464,778,16
131,2023-08-14 12:45:00,1.09465,1.09511,1.09457,1.09489,614,16
132,2023-08-14 13:00:00,1.09489,1.09522,1.09458,1.09498,765,16
133,2023-08-14 13:15:00,1.09495,1.0952,1.09465,1.09473,743,16
134,2023-08-14 13:30:00,1.09474,1.0951,1.09464,1.09485,705,16
135,2023-08-14 13:45:00,1.09484,1.09506,1.09443,1.09444,734,16
136,2023-08-14 14:00:00,1.09443,1.09451,1.09386,1.09396,735,16
137,2023-08-14 14:15:00,1.09396,1.09402,1.09361,1.09387,626,16
138,2023-08-14 14:30:00,1.09386,1.09401,1.0936,1.09381,863,16
139,2023-08-14 14:45:00,1.0937999999999999,1.09407,1.09364,1.09383,950,16
140,2023-08-14 15:00:00,1.09382,1.09404,1.09271,1.09306,1526,16
141,2023-08-14 15:15:00,1.09307,1.09326,1.09188,1.09211,1738,16
142,2023-08-14 15:30:00,1.09211,1.09228,1.09017,1.09032,1840,16
143,2023-08-14 15:45:00,1.09028,1.091,1.09013,1.09049,1577,16
144,2023-08-14 16:00:00,1.0905,1.09068,1.08975,1.09007,1896,16
145,2023-08-14 16:15:00,1.09008,1.09019,1.08843,1.08862,1658,16
146,2023-08-14 16:30:00,1.08862,1.08872,1.08801,1.08808,1930,16
147,2023-08-14 16:45:00,1.0881,1.0884,1.08739,1.08806,2076,16
148,2023-08-14 17:00:00,1.08808,1.08946,1.08794,1.08942,2254,16
149,2023-08-14 17:15:00,1.0894,1.09081,1.08933,1.0895,2260,16
150,2023-08-14 17:30:00,1.08948,1.0908,1.08946,1.09021,1907,16
151,2023-08-14 17:45:00,1.0902,1.09086,1.08989,1.09025,1940,16
152,2023-08-14 18:00:00,1.09029,1.09097,1.09015,1.09058,1589,16
153,2023-08-14 18:15:00,1.09061,1.09217,1.09061,1.09192,1617,16
154,2023-08-14 18:30:00,1.09191,1.09225,1.09167,1.09222,1204,16
155,2023-08-14 18:45:00,1.09221,1.0925,1.09193,1.092,1165,16
156,2023-08-14 19:00:00,1.09199,1.09302,1.09192,1.0926,1069,16
157,2023-08-14 19:15:00,1.09261,1.0929,1.09214,1.09278,866,16
158,2023-08-14 19:30:00,1.0928,1.09311,1.09255,1.09302,888,16
159,2023-08-14 19:45:00,1.09301,1.09353,1.09276,1.09276,909,16
160,2023-08-14 20:00:00,1.09276,1.09305,1.09237,1.09252,820,16
161,2023-08-14 20:15:00,1.09253,1.0926,1.09205,1.0922,568,16
162,2023-08-14 20:30:00,1.0922,1.09249,1.09173,1.09196,479,16
163,2023-08-14 20:45:00,1.09195,1.09195,1.09142,1.09166,508,16
164,2023-08-14 21:00:00,1.09164,1.09191,1.0915300000000001,1.09167,538,16
165,2023-08-14 21:15:00,1.0917,1.09172,1.09137,1.0915300000000001,479,16
166,2023-08-14 21:30:00,1.09155,1.09159,1.09093,1.09103,444,16
167,2023-08-14 21:45:00,1.09104,1.09104,1.0903,1.09038,504,16
168,2023-08-14 22:00:00,1.09039,1.09056,1.09023,1.09051,486,16
169,2023-08-14 22:15:00,1.09051,1.09082,1.09051,1.09074,384,16
170,2023-08-14 22:30:00,1.09073,1.09119,1.09057,1.09111,597,16
171,2023-08-14 22:45:00,1.09111,1.0912,1.09023,1.09025,1004,16
172,2023-08-14 23:00:00,1.09023,1.09063,1.09019,1.09063,247,16
173,2023-08-14 23:15:00,1.09064,1.09067,1.09028,1.09038,126,16
174,2023-08-14 23:30:00,1.09039,1.09048,1.09034,1.09036,70,16
175,2023-08-14 23:45:00,1.09039,1.09063,1.0903100000000001,1.09055,393,16
176,2023-08-15 00:00:00,1.09015,1.0913,1.09015,1.0904,45,40
177,2023-08-15 00:15:00,1.09041,1.09064,1.09,1.09039,230,62
178,2023-08-15 00:30:00,1.09039,1.09044,1.09037,1.09044,261,49
179,2023-08-15 00:45:00,1.09041,1.09053,1.0902,1.0903,108,27
180,2023-08-15 01:00:00,1.09037,1.09057,1.09027,1.09051,135,16
181,2023-08-15 01:15:00,1.09052,1.09066,1.09051,1.09062,228,16
182,2023-08-15 01:30:00,1.09066,1.09072,1.09055,1.09068,142,16
183,2023-08-15 01:45:00,1.09068,1.09076,1.09065,1.09068,115,16
184,2023-08-15 02:00:00,1.09067,1.09067,1.09034,1.09043,136,16
185,2023-08-15 02:15:00,1.09042,1.09049,1.09036,1.09042,97,16
186,2023-08-15 02:30:00,1.09043,1.0906,1.0904,1.0906,137,16
187,2023-08-15 02:45:00,1.09061,1.09073,1.09055,1.0907,255,16
188,2023-08-15 03:00:00,1.09069,1.09087,1.09044,1.09058,518,16
189,2023-08-15 03:15:00,1.0906,1.0908,1.09046,1.09065,415,16
190,2023-08-15 03:30:00,1.09063,1.09064,1.09007,1.09022,308,16
191,2023-08-15 03:45:00,1.09022,1.09065,1.09013,1.09063,383,16
192,2023-08-15 04:00:00,1.09065,1.09071,1.09032,1.09055,500,16
193,2023-08-15 04:15:00,1.09056,1.09127,1.09026,1.09102,877,16
194,2023-08-15 04:30:00,1.09103,1.09103,1.08998,1.09065,1290,16
195,2023-08-15 04:45:00,1.09062,1.09147,1.09057,1.0909200000000001,1047,16
196,2023-08-15 05:00:00,1.09094,1.09101,1.09067,1.09084,959,16
197,2023-08-15 05:15:00,1.09083,1.09124,1.09078,1.09123,589,16
198,2023-08-15 05:30:00,1.09123,1.09168,1.09122,1.09138,537,16
199,2023-08-15 05:45:00,1.09137,1.0914,1.09086,1.09086,534,16
200,2023-08-15 06:00:00,1.09088,1.09132,1.09086,1.09128,420,16
201,2023-08-15 06:15:00,1.0913,1.09166,1.09122,1.09165,443,16
202,2023-08-15 06:30:00,1.09165,1.09168,1.09125,1.09128,503,16
203,2023-08-15 06:45:00,1.09128,1.09139,1.09114,1.09139,373,16
204,2023-08-15 07:00:00,1.09137,1.09139,1.09113,1.09117,367,16
205,2023-08-15 07:15:00,1.09119,1.09135,1.09112,1.09129,229,16
206,2023-08-15 07:30:00,1.09131,1.09133,1.09096,1.09104,197,16
207,2023-08-15 07:45:00,1.09107,1.0912,1.0909,1.09093,274,16
208,2023-08-15 08:00:00,1.09093,1.09095,1.09065,1.09083,1021,16
209,2023-08-15 08:15:00,1.09084,1.0913599999999999,1.0908,1.09095,1164,16
210,2023-08-15 08:30:00,1.09095,1.09102,1.09056,1.09071,510,16
211,2023-08-15 08:45:00,1.09071,1.09129,1.09068,1.09114,633,16
212,2023-08-15 09:00:00,1.09108,1.09182,1.09094,1.09149,1888,16
213,2023-08-15 09:15:00,1.09148,1.09227,1.09106,1.09194,1264,16
214,2023-08-15 09:30:00,1.0919,1.09224,1.09169,1.09174,1314,16
215,2023-08-15 09:45:00,1.09176,1.09257,1.09176,1.09228,941,16
216,2023-08-15 10:00:00,1.09227,1.09298,1.09207,1.09253,1510,16
217,2023-08-15 10:15:00,1.09255,1.09273,1.09166,1.0919,1606,16
218,2023-08-15 10:30:00,1.09189,1.0925,1.09147,1.09231,1895,16
219,2023-08-15 10:45:00,1.09229,1.09279,1.09216,1.09227,1387,16
220,2023-08-15 11:00:00,1.09226,1.09254,1.09175,1.09225,1882,16
221,2023-08-15 11:15:00,1.09225,1.0924,1.09176,1.0919699999999999,1515,16
222,2023-08-15 11:30:00,1.09194,1.09301,1.0917,1.09298,1527,16
223,2023-08-15 11:45:00,1.09297,1.09335,1.09268,1.09268,1206,16
224,2023-08-15 12:00:00,1.09269,1.09293,1.09222,1.09222,1088,16
225,2023-08-15 12:15:00,1.09223,1.09288,1.09204,1.09272,1131,16
226,2023-08-15 12:30:00,1.09271,1.09372,1.09265,1.09351,1447,16
227,2023-08-15 12:45:00,1.09352,1.0944099999999999,1.0935,1.09396,1387,16
228,2023-08-15 13:00:00,1.09396,1.09423,1.09364,1.09401,1478,16
229,2023-08-15 13:15:00,1.09398,1.09409,1.09339,1.09344,1422,16
230,2023-08-15 13:30:00,1.09347,1.09367,1.0931899999999999,1.09361,1285,16
231,2023-08-15 13:45:00,1.0936,1.09368,1.09323,1.09339,924,16
232,2023-08-15 14:00:00,1.09341,1.09341,1.09269,1.09327,1445,16
233,2023-08-15 14:15:00,1.09328,1.09347,1.09308,1.0934,980,16
234,2023-08-15 14:30:00,1.09339,1.09354,1.09318,1.0933,798,16
235,2023-08-15 14:45:00,1.09328,1.0934,1.09259,1.09284,992,16
236,2023-08-15 15:00:00,1.09287,1.09295,1.09226,1.09244,1294,16
237,2023-08-15 15:15:00,1.09245,1.09278,1.09208,1.09222,1306,16
238,2023-08-15 15:30:00,1.09241,1.09247,1.08965,1.09214,3819,16
239,2023-08-15 15:45:00,1.09216,1.09317,1.09185,1.09211,2671,16
240,2023-08-15 16:00:00,1.0921,1.09486,1.0916,1.09464,2690,16
241,2023-08-15 16:15:00,1.09462,1.09517,1.09394,1.09404,2442,16
242,2023-08-15 16:30:00,1.09404,1.09418,1.09294,1.09386,2714,16
243,2023-08-15 16:45:00,1.09382,1.0944099999999999,1.09335,1.09393,2393,16
244,2023-08-15 17:00:00,1.09393,1.09426,1.09232,1.09247,2706,16
245,2023-08-15 17:15:00,1.09244,1.09345,1.09239,1.09321,2175,16
246,2023-08-15 17:30:00,1.09324,1.09397,1.09313,1.09341,1808,16
247,2023-08-15 17:45:00,1.09338,1.09467,1.09332,1.09405,2199,16
248,2023-08-15 18:00:00,1.09402,1.09439,1.09347,1.09351,2028,16
249,2023-08-15 18:15:00,1.0935,1.09355,1.09224,1.09262,1566,16
250,2023-08-15 18:30:00,1.09264,1.09297,1.09242,1.09289,1142,16
251,2023-08-15 18:45:00,1.09286,1.09304,1.09255,1.09262,932,16
252,2023-08-15 19:00:00,1.0926,1.09277,1.0919699999999999,1.09218,1149,16
253,2023-08-15 19:15:00,1.09217,1.09256,1.0919699999999999,1.09199,706,16
254,2023-08-15 19:30:00,1.09198,1.09206,1.09152,1.09171,881,16
255,2023-08-15 19:45:00,1.09174,1.09194,1.09141,1.09171,744,16
256,2023-08-15 20:00:00,1.09171,1.09189,1.09149,1.09158,946,16
257,2023-08-15 20:15:00,1.09158,1.092,1.09151,1.09199,760,16
258,2023-08-15 20:30:00,1.092,1.09204,1.0915300000000001,1.09174,645,16
259,2023-08-15 20:45:00,1.09176,1.09201,1.0916,1.09169,665,16
260,2023-08-15 21:00:00,1.09171,1.09174,1.09132,1.09135,610,16
261,2023-08-15 21:15:00,1.09134,1.0915,1.09127,1.09139,521,16
262,2023-08-15 21:30:00,1.09141,1.09185,1.09128,1.09138,584,16
263,2023-08-15 21:45:00,1.09138,1.09138,1.09028,1.09035,855,16
264,2023-08-15 22:00:00,1.09035,1.09057,1.09019,1.09019,732,16
265,2023-08-15 22:15:00,1.09021,1.09036,1.08996,1.09005,636,16
266,2023-08-15 22:30:00,1.09006,1.0901399999999999,1.08982,1.09007,734,16
267,2023-08-15 22:45:00,1.09004,1.09054,1.08985,1.09052,682,16
268,2023-08-15 23:00:00,1.0905,1.0905,1.09027,1.09034,459,16
269,2023-08-15 23:15:00,1.09035,1.09041,1.09017,1.09039,232,16
270,2023-08-15 23:30:00,1.0904,1.0904,1.09022,1.09022,97,16
271,2023-08-15 23:45:00,1.09022,1.09037,1.09011,1.09036,294,20
272,2023-08-16 00:00:00,1.09058,1.0907,1.09005,1.09028,131,40
273,2023-08-16 00:15:00,1.0903,1.0904,1.09009,1.09027,123,46
274,2023-08-16 00:30:00,1.09033,1.0904,1.08997,1.09001,82,53
275,2023-08-16 00:45:00,1.09005,1.09018,1.08999,1.0901,69,48
276,2023-08-16 01:00:00,1.09016,1.09043,1.09006,1.09033,95,21
277,2023-08-16 01:15:00,1.09034,1.09045,1.09026,1.09027,151,16
278,2023-08-16 01:30:00,1.09029,1.0904,1.0901399999999999,1.09015,235,16
279,2023-08-16 01:45:00,1.09016,1.09028,1.09015,1.09022,150,17
280,2023-08-16 02:00:00,1.09021,1.09028,1.09012,1.09026,172,16
281,2023-08-16 02:15:00,1.09027,1.09037,1.0902,1.09021,129,16
282,2023-08-16 02:30:00,1.0902,1.09035,1.0901,1.0903,157,16
283,2023-08-16 02:45:00,1.0903100000000001,1.09043,1.09028,1.0903100000000001,171,16
284,2023-08-16 03:00:00,1.0903100000000001,1.09037,1.09001,1.09036,470,16
285,2023-08-16 03:15:00,1.09037,1.09044,1.0902,1.09021,655,16
286,2023-08-16 03:30:00,1.09023,1.0903100000000001,1.08986,1.09016,455,16
287,2023-08-16 03:45:00,1.09013,1.09033,1.09002,1.09023,456,16
288,2023-08-16 04:00:00,1.09023,1.09033,1.08998,1.09011,611,16
289,2023-08-16 04:15:00,1.0901,1.09072,1.08981,1.09071,970,16
290,2023-08-16 04:30:00,1.0907,1.09098,1.09051,1.09084,1128,16
291,2023-08-16 04:45:00,1.09083,1.09111,1.09049,1.09053,850,16
292,2023-08-16 05:00:00,1.09052,1.09091,1.09038,1.09088,880,16
293,2023-08-16 05:15:00,1.09087,1.09102,1.0906,1.09063,500,16
294,2023-08-16 05:30:00,1.09062,1.09071,1.09046,1.09051,426,16
295,2023-08-16 05:45:00,1.09049,1.09062,1.09038,1.09038,312,16
296,2023-08-16 06:00:00,1.09037,1.09079,1.09032,1.0907499999999999,444,16
297,2023-08-16 06:15:00,1.09076,1.09098,1.09067,1.09074,505,16
298,2023-08-16 06:30:00,1.09074,1.09078,1.0905,1.09061,361,16
299,2023-08-16 06:45:00,1.0906,1.09068,1.09054,1.09056,249,16
300,2023-08-16 07:00:00,1.09057,1.0909,1.09051,1.09081,290,16
301,2023-08-16 07:15:00,1.09081,1.09087,1.09067,1.09069,204,16
302,2023-08-16 07:30:00,1.09068,1.09082,1.09068,1.09076,217,16
303,2023-08-16 07:45:00,1.09078,1.09128,1.09068,1.09127,305,16
304,2023-08-16 08:00:00,1.09126,1.09172,1.09122,1.09133,495,16
305,2023-08-16 08:15:00,1.09131,1.09156,1.0912,1.09149,503,16
306,2023-08-16 08:30:00,1.09151,1.09168,1.09131,1.09147,425,16
307,2023-08-16 08:45:00,1.09148,1.09161,1.09107,1.0915300000000001,768,16
308,2023-08-16 09:00:00,1.09155,1.09187,1.09098,1.09137,1321,16
309,2023-08-16 09:15:00,1.0913599999999999,1.09265,1.09132,1.09265,1122,16
310,2023-08-16 09:30:00,1.09264,1.09265,1.09201,1.0924,1106,16
311,2023-08-16 09:45:00,1.09238,1.09251,1.09175,1.09184,886,16
312,2023-08-16 10:00:00,1.09184,1.09235,1.0916,1.09191,1212,16
313,2023-08-16 10:15:00,1.09187,1.09251,1.09179,1.09186,1016,16
314,2023-08-16 10:30:00,1.09183,1.09236,1.09168,1.09227,960,16
315,2023-08-16 10:45:00,1.09227,1.0926,1.09202,1.09225,1170,16
316,2023-08-16 11:00:00,1.09224,1.09281,1.09216,1.09262,1365,16
317,2023-08-16 11:15:00,1.09261,1.093,1.09238,1.09284,1110,16
318,2023-08-16 11:30:00,1.09284,1.09338,1.09262,1.09275,1017,16
319,2023-08-16 11:45:00,1.09276,1.09286,1.09261,1.09275,696,16
320,2023-08-16 12:00:00,1.09272,1.09308,1.09259,1.09308,802,16
321,2023-08-16 12:15:00,1.09307,1.09318,1.09264,1.0927,695,16
322,2023-08-16 12:30:00,1.09269,1.093,1.09235,1.09241,883,16
323,2023-08-16 12:45:00,1.09239,1.09257,1.09199,1.09257,980,16
324,2023-08-16 13:00:00,1.09257,1.0926,1.09216,1.09216,831,16
325,2023-08-16 13:15:00,1.09214,1.09239,1.09187,1.0921,1039,16
326,2023-08-16 13:30:00,1.0921,1.09221,1.09166,1.09168,1972,16
327,2023-08-16 13:45:00,1.09167,1.09205,1.09151,1.09173,938,16
328,2023-08-16 14:00:00,1.09175,1.09188,1.09145,1.09151,885,16
329,2023-08-16 14:15:00,1.0915,1.09172,1.0914,1.09162,819,16
330,2023-08-16 14:30:00,1.09161,1.0918,1.09062,1.09081,876,16
331,2023-08-16 14:45:00,1.09083,1.09147,1.09056,1.09126,807,16
332,2023-08-16 15:00:00,1.09124,1.09174,1.09096,1.09103,1122,16
333,2023-08-16 15:15:00,1.09101,1.09126,1.09053,1.09074,1249,16
334,2023-08-16 15:30:00,1.0907499999999999,1.09152,1.09041,1.09062,1465,16
335,2023-08-16 15:45:00,1.09062,1.09098,1.09017,1.09017,1388,16
336,2023-08-16 16:00:00,1.09016,1.091,1.08975,1.09034,1317,16
337,2023-08-16 16:15:00,1.09035,1.09079,1.08955,1.09074,1756,16
338,2023-08-16 16:30:00,1.0907499999999999,1.09224,1.09066,1.09166,2489,16
339,2023-08-16 16:45:00,1.09164,1.09215,1.09078,1.09081,2103,16
340,2023-08-16 17:00:00,1.09081,1.09226,1.0906,1.09186,2114,16
341,2023-08-16 17:15:00,1.09185,1.09226,1.09144,1.09146,2142,16
342,2023-08-16 17:30:00,1.09148,1.09155,1.09024,1.09049,2006,16
343,2023-08-16 17:45:00,1.09048,1.09071,1.08956,1.09057,2133,16
344,2023-08-16 18:00:00,1.09059,1.09118,1.09046,1.09079,1820,16
345,2023-08-16 18:15:00,1.0908,1.091,1.09036,1.09061,1034,16
346,2023-08-16 18:30:00,1.0906,1.09063,1.08997,1.09007,793,16
347,2023-08-16 18:45:00,1.09006,1.09041,1.08956,1.09022,1105,16
348,2023-08-16 19:00:00,1.09023,1.0904,1.08932,1.08942,1101,16
349,2023-08-16 19:15:00,1.08942,1.08942,1.08872,1.0888,948,16
350,2023-08-16 19:30:00,1.08882,1.08918,1.08866,1.08898,687,16
