last_close,predict,residual,LOOKBACK
1.15878,1.1579619906853766,1.15965,-0.0016880093146234287,0.0004949648467887668,0.0006854426019111624,120,64,64,64,1,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1589482351531892,1.15965,-0.0007017648468108373,0.0004795162207161551,0.0005106912455327498,120,64,64,64,2,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1589765482615841,1.15965,-0.0006734517384159311,0.0005081841509309015,0.0005517956077454026,120,64,64,64,3,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.158324847844151,1.15965,-0.001325152155849052,0.0005942978663463295,0.0006968642889823501,120,64,64,64,4,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1569416971761568,1.15965,-0.002708302823843267,0.0007788988947513878,0.0007072289585126922,120,64,64,64,5,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1534228516111038,1.15965,-0.006227148388896264,0.0012137082154274536,0.003362590135134852,120,64,64,64,6,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1585952342958747,1.15965,-0.0010547657041253267,0.0005439919094407322,0.00069754118755018,120,128,64,64,1,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1569741476232154,1.15965,-0.002675852376784693,0.0005940310518034936,0.0007843060623436498,120,128,64,64,2,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1585378749657531,1.15965,-0.001112125034246958,0.000555630253354768,0.0007601600940315387,120,128,64,64,3,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1574040031948065,1.15965,-0.002245996805193551,0.0005909998733095096,0.0007101386790730966,120,128,64,64,4,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1554039987509388,1.15965,-0.004246001249061271,0.0008951116135740916,0.0011304908615644448,120,128,64,64,5,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1559257650124521,1.15965,-0.0037242349875479253,0.0013388511795664015,0.0016564024785438026,120,128,64,64,6,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1581878744426295,1.15965,-0.001462125557370575,0.0007614979017839337,0.000840032507534115,120,256,64,64,1,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.158725697922534,1.15965,-0.0009243020774660771,0.0007927548800720475,0.0008923617663244024,120,256,64,64,2,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1571527082360966,1.15965,-0.002497291763903453,0.0006797478296599971,0.0009070347878150642,120,256,64,64,3,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1536539859531911,1.15965,-0.00599601404680894,0.0008116518158483534,0.0017787874885237752,120,256,64,64,4,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1567179075435596,1.15965,-0.0029320924564404383,0.001029877137998716,0.0011834721245134298,120,256,64,64,5,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
